market,sum( sales ),sum( cost ),avg_acos,campaignId,campaignName,adGroupId,adGroupName,promotedSku,new_campaignName,new_adGroupName
FR,20.82,0.04,0.001921,559286178488901,DeepBI_0509_L01,476226681767570,DeepBI_0509_L01,LPL16SS0001BURY00MB1,DeepBI_0507_L01,DeepBI_0507_DeepBI_0509_L01
FR,20.82,0.86,0.041306,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020BLK00MB1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,20.82,1.66,0.079731,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020BLK0XSA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,20.82,1.27,0.060999,504816871181128,DeepBI_0509_L02_overstock,449528966392770,DeepBI_0509_L02,LPL16SS00020BLK0XSB1,DeepBI_0507_L02_overstock,DeepBI_0507_DeepBI_0509_L02
FR,20.82,0.32,0.01537,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020NAY00MB1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,20.82,0.58,0.027858,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020PUR00MA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,20.82,3.38,0.162344,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020PUR0XLA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,20.82,0.61,0.029299,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW00150WHI00LR2,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
FR,20.82,0.34,0.01633,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW0015LTBR2XLR1V2,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
FR,20.82,0.5,0.024015,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW0015MT010XLR2,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
